"用户号","机顶盒设备号","节目名称","节目ID","观看次数","分类","二级目录","分类名称","二级目录ID","分类名称ID","观看时长","点播日期","最早观看时间","最近观看时间","观看时间跨度","语种","地区","时间跨度","使用时长","总观看时长"
"10076","10313","中国新歌声 第二季：周董E神上演嘻哈对决","113","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","7860",,"2017-09-02 18:18","2017-09-02 18:18","0.000000","国语","大陆","5510700.000000","7759380.000000","205800"
"10076","10313","中国新歌声 第二季：周董自曝撩妹套路","114","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","13860",,"2017-09-14 21:33","2017-09-15 10:49","47760.000000","国语","大陆","6606960.000000","7759380.000000","205800"
"10076","10313","中国新歌声 第二季：张婉清红酒嗓再现经典","116","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","5880",,"2017-08-19 18:19","2017-09-13 21:25","2171160.000000","国语","大陆","6472320.000000","7759380.000000","205800"
"10076","10313","中国新歌声 第二季：最终突围战达布深情献唱","117","4","精彩点","精彩点",,"2","0","4860",,"2017-09-10 20:59","2017-09-13 21:23","260640.000000",,,"6472200.000000","7759380.000000","205800"
"10076","10313","中国新歌声 第二季：杰伦Eason对唱","118","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1800",,"2017-07-16 13:16","2017-07-16 13:16","0.000000","国语","大陆","1345380.000000","7759380.000000","205800"
"10076","10313","中国新歌声 第二季：王菲密友登场召唤回忆杀","119","3","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","6060",,"2017-08-19 16:38","2017-09-15 14:40","2325720.000000","国语","大陆","6620820.000000","7759380.000000","205800"
"10076","10313","中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌","123","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","7620",,"2017-07-23 16:18","2017-07-23 16:18","0.000000","国语","大陆","1961100.000000","7759380.000000","205800"
"10076","10313","人间至味是清欢","195","18","精彩点/大陆剧场","精彩点","大陆剧场","2","11","46440",,"2017-08-21 23:18","2017-09-09 22:50","1639920.000000","国语","大陆","6131820.000000","7759380.000000","205800"
"10076","10313","反恐特战队之猎影","368","16","精彩点/大陆剧场","精彩点","大陆剧场","2","11","4920",,"2017-07-22 22:28","2017-07-29 13:41","573180.000000","国语","大陆","2470080.000000","7759380.000000","205800"
"10076","10313","吾儿可教","440","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","10920",,"2017-09-06 12:29","2017-09-08 12:07","171480.000000","国语","大陆","6006840.000000","7759380.000000","205800"
"10076","10313","复合大师","503","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","840",,"2017-08-05 12:29","2017-08-05 22:55","37560.000000","国语","大陆","3108120.000000","7759380.000000","205800"
"10076","10313","大军师司马懿之军师联盟","523","68","精彩点/大陆剧场","精彩点","大陆剧场","2","11","13260",,"2017-07-15 11:38","2017-07-22 18:20","628920.000000","国语","大陆","1882020.000000","7759380.000000","205800"
"10076","10313","奔跑吧兄弟 第二季","570","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","2820",,"2017-09-09 19:57","2017-09-09 19:57","0.000000","国语","大陆","6121440.000000","7759380.000000","205800"
"10076","10313","奔跑吧：奔跑团探班 鹿晗热巴二次元对话萌翻","572","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","4740",,"2017-07-16 16:45","2017-07-16 16:45","0.000000","国语","大陆","1357920.000000","7759380.000000","205800"
"10076","10313","守卫者-浮出水面","608","3","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-08-16 20:37","2017-08-20 21:05","347280.000000","国语","大陆","4397520.000000","7759380.000000","205800"
"10076","10313","左轮手枪","701","16","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2520",,"2017-06-30 23:33","2017-07-07 22:28","600900.000000","国语","大陆","600900.000000","7759380.000000","205800"
"10076","10313","建国大业","725","1","精彩点","精彩点",,"2","0","2880",,"2017-08-04 12:30","2017-08-04 12:30","0.000000",,,"2984220.000000","7759380.000000","205800"
"10076","10313","我们的爱","836","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-09-06 12:27","2017-09-06 12:27","0.000000","国语","大陆","5835240.000000","7759380.000000","205800"
"10076","10313","我的前半生","877","14","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2640",,"2017-07-09 18:03","2017-07-14 18:26","433380.000000","国语","大陆","1191180.000000","7759380.000000","205800"
"10076","10313","我的老爸是奇葩","882","2","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2640",,"2017-08-18 12:10","2017-08-18 12:54","2640.000000","国语","大陆","4195260.000000","7759380.000000","205800"
"10076","10313","新大头儿子和小头爸爸超能爸爸","945","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","5760",,"2017-09-18 19:01","2017-09-18 19:01","0.000000","国语","大陆","6895680.000000","7759380.000000","205800"
"10076","10313","棉花糖和云朵妈妈","1162","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","6120",,"2017-09-17 18:48","2017-09-17 19:40","3120.000000","国语","大陆","6811620.000000","7759380.000000","205800"
"10076","10313","楚乔传","1163","11","精彩点/大陆剧场","精彩点","大陆剧场","2","11","120",,"2017-07-05 08:33","2017-08-04 15:36","2617380.000000","国语","大陆","2995380.000000","7759380.000000","205800"
"10076","10313","欢乐颂2","1179","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","10080",,"2017-07-06 18:24","2017-07-23 16:17","1461180.000000","国语","大陆","1961040.000000","7759380.000000","205800"
"10076","10313","深海利剑","1227","9","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1500",,"2017-08-12 19:03","2017-08-15 22:03","270000.000000","国语","大陆","3969000.000000","7759380.000000","205800"
"10076","10313","盲约","1448","7","精彩点/大陆剧场","精彩点","大陆剧场","2","11","17220",,"2017-09-16 12:31","2017-09-22 13:43","522720.000000","国语","大陆","7222200.000000","7759380.000000","205800"
"10076","10313","绝密543","1565","31","精彩点/大陆剧场","精彩点","大陆剧场","2","11","480",,"2017-07-29 13:54","2017-08-14 11:38","1374240.000000","国语","大陆","3845100.000000","7759380.000000","205800"
"10076","10313","自然：狐猴的烦恼","1615","1","精彩点/科学教育","精彩点","科学教育","2","22","3840",,"2017-08-20 11:58","2017-08-20 11:58","0.000000","国语","大陆","4364700.000000","7759380.000000","205800"
"10076","10313","西游记","1722","12","热点专题/大陆剧场","热点专题","大陆剧场","1","11","9600",,"2017-08-03 11:52","2017-09-15 16:19","3731220.000000","国语","大陆","6626760.000000","7759380.000000","205800"
"10076","10313","跨界歌王 第二季：张继科低吟《成都》","1823","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","1140",,"2017-08-20 11:05","2017-08-20 11:39","2040.000000","国语","大陆","4363560.000000","7759380.000000","205800"
"10076","10313","轩辕剑之天之痕","1832","3","精彩点","精彩点",,"2","0","1500",,"2017-07-25 23:44","2017-07-26 22:33","82140.000000",,,"2242800.000000","7759380.000000","205800"
"10076","10313","还珠格格 第二部","1846","109","热点专题/大陆剧场","热点专题","大陆剧场","1","11","2460",,"2017-07-29 10:22","2017-09-28 18:56","5301240.000000","国语","中国","7759380.000000","7759380.000000","205800"
"10076","10313","通天狄仁杰","1863","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","480",,"2017-09-12 21:27","2017-09-12 21:27","0.000000","国语","大陆","6386040.000000","7759380.000000","205800"
"10076","10313","那年花开月正圆","1875","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2700",,"2017-09-01 20:54","2017-09-01 20:54","0.000000","国语","大陆","5433660.000000","7759380.000000","205800"
"10082","11141","使徒行者2","234","1","精彩点/港台剧场","精彩点","港台剧场","2","20","120",,"2017-09-27 17:48","2017-09-27 17:48","0.000000","粤语","香港","7374060.000000","7632060.000000","71400"
"10082","11141","兰花劫","269","2","精彩点/港台剧场","精彩点","港台剧场","2","20","1020",,"2017-07-06 17:53","2017-07-06 18:10","1020.000000","粤语","香港","204180.000000","7632060.000000","71400"
"10082","11141","决战江桥","295","9","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-07-14 14:33","2017-07-15 11:25","75120.000000","国语","大陆","957480.000000","7632060.000000","71400"
"10082","11141","别让我看见","304","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2640",,"2017-09-11 21:22","2017-09-11 21:22","0.000000","国语","大陆","6004500.000000","7632060.000000","71400"
"10082","11141","反恐特战队之猎影","368","11","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2460",,"2017-07-25 11:30","2017-09-11 20:32","4179720.000000","国语","大陆","6001500.000000","7632060.000000","71400"
"10082","11141","同盟","415","3","精彩点/港台剧场","精彩点","港台剧场","2","20","2760",,"2017-09-14 20:38","2017-09-14 21:55","4620.000000","粤语","香港","6265680.000000","7632060.000000","71400"
"10082","11141","太行英雄传","561","31","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2640",,"2017-07-07 17:54","2017-07-12 16:23","426540.000000","国语","大陆","716160.000000","7632060.000000","71400"
"10082","11141","奔跑吧兄弟 第二季","570","6","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","60",,"2017-08-19 13:23","2017-08-29 18:46","883380.000000","国语","大陆","4871940.000000","7632060.000000","71400"
"10082","11141","女儿红","590","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2640",,"2017-09-11 20:38","2017-09-11 20:38","0.000000","国语","大陆","6001860.000000","7632060.000000","71400"
"10082","11141","少林问道","696","19","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3240",,"2017-09-07 13:31","2017-09-10 21:30","287940.000000","国语","大陆","5918580.000000","7632060.000000","71400"
"10082","11141","岁月如金","699","2","热点专题","热点专题",,"1","0","2460",,"2017-09-27 14:52","2017-09-27 15:33","2460.000000",,,"7365960.000000","7632060.000000","71400"
"10082","11141","怒海红尘","788","4","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3960",,"2017-09-28 17:23","2017-09-30 17:28","173100.000000","粤语","大陆","7632060.000000","7632060.000000","71400"
"10082","11141","我是特种兵之利刃出鞘","874","22","热点专题","热点专题",,"1","0","2340",,"2017-09-02 12:49","2017-09-27 14:00","2164260.000000",,,"7360380.000000","7632060.000000","71400"
"10082","11141","新水浒传","952","54","热点专题","热点专题",,"1","0","2460",,"2017-09-12 10:03","2017-09-23 16:47","974640.000000",,,"7024800.000000","7632060.000000","71400"
"10082","11141","林海雪原","1142","59","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1860",,"2017-07-27 16:45","2017-09-01 18:15","3115800.000000","国语","大陆","5129280.000000","7632060.000000","71400"
"10082","11141","楚汉传奇","1164","2","热点专题/大陆剧场","热点专题","大陆剧场","1","11","540",,"2017-09-11 19:26","2017-09-11 20:23","3420.000000","国语","大陆","6000960.000000","7632060.000000","71400"
"10082","11141","深夜食堂","1226","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","180",,"2017-09-07 13:28","2017-09-07 13:28","0.000000","国语","大陆","5630460.000000","7632060.000000","71400"
"10082","11141","深海利剑","1227","30","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2100",,"2017-09-07 10:16","2017-09-10 19:09","291180.000000","国语","大陆","5910120.000000","7632060.000000","71400"
"10082","11141","灿烂的外母","1263","15","精彩点/港台剧场","精彩点","港台剧场","2","20","2520",,"2017-09-18 15:45","2017-09-27 17:30","783900.000000","粤语","香港","7372980.000000","7632060.000000","71400"
"10082","11141","热血军旗","1266","6","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2460",,"2017-08-18 15:45","2017-08-31 11:02","1106220.000000","国语","大陆","5016900.000000","7632060.000000","71400"
"10082","11141","热血尖兵","1267","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-09-02 12:06","2017-09-02 12:06","0.000000","国语","大陆","5193540.000000","7632060.000000","71400"
"10082","11141","白鹿原","1440","50","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2700",,"2017-07-17 10:34","2017-07-23 20:32","554280.000000","国语","大陆","1681500.000000","7632060.000000","71400"
"10082","11141","秋收起义","1512","9","精彩点/大陆剧场","精彩点","大陆剧场","2","11","3600",,"2017-08-06 17:11","2017-08-18 13:42","1024260.000000","国语","大陆","3903300.000000","7632060.000000","71400"
"10082","11141","老农民","1588","1","精彩点","精彩点",,"2","0","420",,"2017-09-07 10:09","2017-09-07 10:09","0.000000",,,"5618520.000000","7632060.000000","71400"
"10082","11141","血染大青山","1709","11","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1920",,"2017-08-23 11:43","2017-09-17 14:17","2169240.000000","国语","大陆","6497400.000000","7632060.000000","71400"
"10082","11141","警察锅哥","1731","20","精彩点/大陆剧场","精彩点","大陆剧场","2","11","4200",,"2017-09-03 15:14","2017-09-06 09:19","237900.000000","国语","大陆","5529120.000000","7632060.000000","71400"
"10082","11141","讲古：惠来海角甘泉","1737","2","潮语专区","潮语专区",,"9","0","900","20170906","2017-09-06 00:00","2017-09-06 00:00","0.000000",,,"5495580.000000","7632060.000000","71400"
"10082","11141","讲古：贼","1738","2","潮语专区","潮语专区",,"9","0","900","20170906","2017-09-06 00:00","2017-09-06 00:00","0.000000",,,"5495580.000000","7632060.000000","71400"
"10082","11141","赌城群英会","1771","7","精彩点/港台剧场","精彩点","港台剧场","2","20","5160",,"2017-07-04 09:27","2017-07-11 23:02","653700.000000","粤语","香港","653700.000000","7632060.000000","71400"
"10082","11141","超能老豆","1801","1","精彩点/港台剧场","精彩点","港台剧场","2","20","180",,"2017-07-14 22:37","2017-07-14 22:37","0.000000","粤语","香港","911400.000000","7632060.000000","71400"
"10082","11141","踩过界","1828","2","精彩点/港台剧场","精彩点","港台剧场","2","20","2580",,"2017-07-04 11:31","2017-07-04 12:13","2520.000000","粤语","香港","9960.000000","7632060.000000","71400"
"10082","11141","边境风云","1842","2","热点专题","热点专题",,"1","0","900",,"2017-08-04 10:51","2017-08-04 10:51","0.000000",,,"2683440.000000","7632060.000000","71400"
"10082","11141","领养","2023","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","2580",,"2017-09-06 16:34","2017-09-06 16:34","0.000000","国语","大陆","5555220.000000","7632060.000000","71400"
"10082","11141","龙珠传奇","2106","1","精彩点/大陆剧场","精彩点","大陆剧场","2","11","1740",,"2017-08-19 14:54","2017-08-19 14:54","0.000000","国语","大陆","3994020.000000","7632060.000000","71400"
"10085","10452","中国新歌声 第二季：郭沁治愈嗓音征服E神","122","1","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","37860",,"2017-09-12 03:35","2017-09-12 03:35","0.000000","国语","大陆","6241500.000000","7705140.000000","245500.03"
"10085","10452","中餐厅：周冬雨迎主厨挑战","127","2","精彩点/综艺娱乐","精彩点","综艺娱乐","2","21","840",,"2017-08-30 16:56","2017-08-30 18:08","4320.000000","国语","大陆","5170680.000000","7705140.000000","245500.03"
